Vendor Name,IMPA,Vendor Product Name,Vendor Product Code,CATEGORY,Vendor Price
RUBAFLEX B.V.,351783,"Coupling cam&groove stainless F plug w/male thread 1""",kamf1rv,,3.05
RUBAFLEX B.V.,351784,"Coupling cam&groove stainless F plug w/male thread 1.25""",kamf1.25rv,,4.85
RUBAFLEX B.V.,351785,"Coupling cam&groove stainless F plug w/male thread 1.5""",kamf1.5rv,,6.33
RUBAFLEX B.V.,351786,"Coupling cam&groove stainless F plug w/male thread 2""",kamf2rv,,8.25
RUBAFLEX B.V.,351787,"Coupling cam&groove stainless F plug w/male thread 2.5""",kamf2.5rv,,12.33
RUBAFLEX B.V.,351788,"Coupling cam&groove stainless F plug w/male thread 3""",kamf3rv,,17.45
RUBAFLEX B.V.,351789,"Coupling cam&groove stainless F plug w/male thread 4""",kamf4rv,,27.33
RUBAFLEX B.V.,351790,"Coupling cam&groove stainless F plug w/male thread 5""",kamf5rv,,66.5
RUBAFLEX B.V.,351791,"Coupling cam&groove stainless F plug w/male thread 6""",kamf6rv,,86.5
RUBAFLEX B.V.,351801,Coupling cam&groove aluminium D socket w/female thread 0.5,kamd0.5lm,,1.6
RUBAFLEX B.V.,351802,Coupling cam&groove aluminium D socket w/female thread 0.7,kamd0.75lm,,1.85
RUBAFLEX B.V.,351803,"Coupling cam&groove aluminium D socket w/female thread 1""",kamd1lm,,2.05
RUBAFLEX B.V.,351804,"Coupling cam&groove aluminium D socket female thread 1.25""",kamd1.25lm,,2.25
RUBAFLEX B.V.,351805,"Coupling cam&groove aluminium D socket female thread 1.5""",kamd1.5lm,,3
RUBAFLEX B.V.,351806,"Coupling cam&groove aluminium D socket w/female thread 2""",kamd2lm,,4
RUBAFLEX B.V.,351807,"Coupling cam&groove aluminium D socket female thread 2.5""",kamd2.5lm,,3.45
RUBAFLEX B.V.,351808,"Coupling cam&groove aluminium D socket w/female thread 3""",kamd3lm,,5.2
RUBAFLEX B.V.,351809,"Coupling cam&groove aluminium D socket w/female thread 4""",kamd4lm,,6
RUBAFLEX B.V.,351810,"Coupling cam&groove aluminium D socket w/female thread 5""",kamd5lm,,9.99
RUBAFLEX B.V.,351811,"Coupling cam&groove aluminium D socket w/female thread 6""",kamd6lm,,16.5
RUBAFLEX B.V.,351831,Coupling cam&groove stainless D socket w/female thread 0.5,kamd0.5rv,,3.5
RUBAFLEX B.V.,351832,Coupling cam&groove stainless D socket w/female thread 0.7,kamd0.75rv,,4.1
RUBAFLEX B.V.,351833,"Coupling cam&groove stainless D socket w/female thread 1""",kamd1rv,,5.55
RUBAFLEX B.V.,351834,"Coupling cam&groove stainless D socket female thread 1.25""",kamd1.25rv,,7
RUBAFLEX B.V.,351835,"Coupling cam&groove stainless D socket female thread 1.5""",kamd1.5rv,,7.75
RUBAFLEX B.V.,351836,"Coupling cam&groove stainless D socket w/female thread 2""",kamd2rv,,9.21
RUBAFLEX B.V.,351837,"Coupling cam&groove stainless D socket female thread 2.5""",kamd2.5rv,,13.85
RUBAFLEX B.V.,351838,"Coupling cam&groove stainless D socket w/female thread 3""",kamd3rv,,18
RUBAFLEX B.V.,351839,"Coupling cam&groove stainless D socket w/female thread 4""",kamd4rv,,29.5
RUBAFLEX B.V.,351840,"Coupling cam&groove stainless D socket w/female thread 5""",kamd5rv,,69.5
RUBAFLEX B.V.,351841,"Coupling cam&groove stainless D socket w/female thread 6""",kamd6rv,,100
RUBAFLEX B.V.,351851,"Coupling cam&groove aluminium B socket w/male thread 0.5""",kamb0.5lm,,1.7
RUBAFLEX B.V.,351852,"Coupling cam&groove aluminium B socket w/male thread 0.75""",kamb0.75lm,,2.45
RUBAFLEX B.V.,351853,"Coupling cam&groove aluminium B socket w/male thread 1""",kamb1lm,,2.25
RUBAFLEX B.V.,351854,"Coupling cam&groove aluminium B socket w/male thread 1.25""",kamb1.25lm,,2.85
RUBAFLEX B.V.,351855,"Coupling cam&groove aluminium B socket w/male thread 1.5""",kamb1.5lm,,3.45
RUBAFLEX B.V.,351856,"Coupling cam&groove aluminium B socket w/male thread 2""",kamb2lm,,3.45
RUBAFLEX B.V.,351857,"Coupling cam&groove aluminium B socket w/male thread 2.5""",kamb2.5lm,,3.25
RUBAFLEX B.V.,351858,"Coupling cam&groove aluminium B socket w/male thread 3""",kamb3lm,,5.15
RUBAFLEX B.V.,351859,"Coupling cam&groove aluminium B socket w/male thread 4""",kamb4lm,,7.15
RUBAFLEX B.V.,351860,"Coupling cam&groove aluminium B socket w/male thread 5""",kamb5lm,,10.99
RUBAFLEX B.V.,351861,"Coupling cam&groove aluminium B socket w/male thread 6""",kamb6lm,,23.5
RUBAFLEX B.V.,351881,"Coupling cam&groove stainless B socket w/male thread 0.5""",kamb0.5rv,,3.25
RUBAFLEX B.V.,351882,"Coupling cam&groove stainless B socket w/male thread 0.75""",kamb0.75rv,,4.15
RUBAFLEX B.V.,351883,"Coupling cam&groove stainless B socket w/male thread 1""",kamb1rv,,5.45
RUBAFLEX B.V.,351884,"Coupling cam&groove stainless B socket w/male thread 1.25""",kamb1.25rv,,6.85
RUBAFLEX B.V.,351885,"Coupling cam&groove stainless B socket w/male thread 1.5""",kamb1.5rv,,8.05
RUBAFLEX B.V.,351886,"Coupling cam&groove stainless B socket w/male thread 2""",kamb2rv,,10.5
RUBAFLEX B.V.,351887,"Coupling cam&groove stainless B socket w/male thread 2.5""",kamb2.5rv,,13.25
RUBAFLEX B.V.,351888,"Coupling cam&groove stainless B socket w/male thread 3""",kamb3rv,,17.55
RUBAFLEX B.V.,351889,"Coupling cam&groove stainless B socket w/male thread 4""",kamb4rv,,32.5
RUBAFLEX B.V.,351890,"Coupling cam&groove stainless B socket w/male thread 5""",kamb5rv,,36.5
RUBAFLEX B.V.,351891,"Coupling cam&groove stainless B socket w/male thread 6""",kamb6rv,,69.5
RUBAFLEX B.V.,351900,"Coupling cam&groove aluminium E plug w/hose end 0.5""",kame0.5lm,,0.65
RUBAFLEX B.V.,351901,"Coupling cam&groove aluminium E plug w/hose end 0.75""",kame0.75lm,,0.8
RUBAFLEX B.V.,351902,"Coupling cam&groove aluminium E plug w/hose end 1""",kame1lm,,1.05
RUBAFLEX B.V.,351903,"Coupling cam&groove aluminium E plug w/hose end 1.25""",kame1.25lm,,1.55
RUBAFLEX B.V.,351904,"Coupling cam&groove aluminium E plug w/hose end 1.5""",kame1.5lm,,2.25
RUBAFLEX B.V.,351905,"Coupling cam&groove aluminium E plug w/hose end 2""",kame2lm,,3.25
RUBAFLEX B.V.,351906,"Coupling cam&groove aluminium E plug w/hose end 2.5""",kame2.5lm,,4.25
RUBAFLEX B.V.,351907,"Coupling cam&groove aluminium E plug w/hose end 3""",kame3lm,,5.45
RUBAFLEX B.V.,351908,"Coupling cam&groove aluminium E plug w/hose end 4""",kame4lm,,8.05
RUBAFLEX B.V.,351909,"Coupling cam&groove aluminium E plug w/hose end 5""",kame5lm,,11.25
RUBAFLEX B.V.,351910,"Coupling cam&groove aluminium E plug w/hose end 6""",kame6lm,,27.5
RUBAFLEX B.V.,351930,"Coupling cam&groove stainless E plug w/hose end 0.5""",kame0.5rv,,1.7
RUBAFLEX B.V.,351931,"Coupling cam&groove stainless E plug w/hose end 0.75""",kame0.75rv,,2
RUBAFLEX B.V.,351932,"Coupling cam&groove stainless E plug w/hose end 1""",kame1rv,,2.68
RUBAFLEX B.V.,351933,"Coupling cam&groove stainless E plug w/hose end 1.25""",kame1.25rv,,4.35
RUBAFLEX B.V.,351934,"Coupling cam&groove stainless E plug w/hose end 1.5""",kame1.5rv,,5.24
RUBAFLEX B.V.,351935,"Coupling cam&groove stainless E plug w/hose end 2""",kame2rv,,8
RUBAFLEX B.V.,351936,"Coupling cam&groove stainless E plug w/hose end 2.5""",kame2.5rv,,12.11
RUBAFLEX B.V.,351937,"Coupling cam&groove stainless E plug w/hose end 3""",kame3rv,,16.23
RUBAFLEX B.V.,351938,"Coupling cam&groove stainless E plug w/hose end 4""",kame4rv,,30.85
RUBAFLEX B.V.,351939,"Coupling cam&groove stainless E plug w/hose end 5""",kame5rv,,45
RUBAFLEX B.V.,351940,"Coupling cam&groove stainless E plug w/hose end 6""",kame6rv,,62
RUBAFLEX B.V.,351950,"Coupling cam&groove aluminium DP dust plug 0.5""",kamdp0.5lm,,0.35
RUBAFLEX B.V.,351951,"Coupling cam&groove aluminium DP dust plug 0.75""",kamdp0.75lm,,0.6
RUBAFLEX B.V.,351952,"Coupling cam&groove aluminium DP dust plug 1""",kamdp1lm,,0.65
RUBAFLEX B.V.,351953,"Coupling cam&groove aluminium DP dust plug 1.25""",kamdp1.25lm,,0.95
RUBAFLEX B.V.,351954,"Coupling cam&groove aluminium DP dust plug 1.5""",kamdp1.5lm,,1.3
RUBAFLEX B.V.,351955,"Coupling cam&groove aluminium DP dust plug 2""",kamdp2lm,,1.45
RUBAFLEX B.V.,351956,"Coupling cam&groove aluminium DP dust plug 2.5""",kamdp2.5lm,,2
RUBAFLEX B.V.,351957,"Coupling cam&groove aluminium DP dust plug 3""",kamdp3lm,,1.65
RUBAFLEX B.V.,351958,"Coupling cam&groove aluminium DP dust plug 4""",kamdp4lm,,3.85
RUBAFLEX B.V.,351959,"Coupling cam&groove aluminium DP dust plug 5""",kamdp5lm,,6.5
RUBAFLEX B.V.,351960,"Coupling cam&groove aluminium DP dust plug 6""",kamdp6lm,,8
RUBAFLEX B.V.,351980,"Coupling cam&groove stainless DP dust plug 0.5""",kamdp0.5rv,,1.1
RUBAFLEX B.V.,351981,"Coupling cam&groove stainless DP dust plug 0.75""",kamdp0.75rv,,1.45
RUBAFLEX B.V.,351982,"Coupling cam&groove stainless DP dust plug 1""",kamdp1rv,,2.05
RUBAFLEX B.V.,351983,"Coupling cam&groove stainless DP dust plug 1.25""",kamdp1.25rv,,2.45
RUBAFLEX B.V.,351984,"Coupling cam&groove stainless DP dust plug 1.5""",kamdp1.5rv,,3.85
RUBAFLEX B.V.,351985,"Coupling cam&groove stainless DP dust plug 2""",kamdp2rv,,5.85
RUBAFLEX B.V.,351986,"Coupling cam&groove stainless DP dust plug 2.5""",kamdp2.5rv,,7
RUBAFLEX B.V.,351987,"Coupling cam&groove stainless DP dust plug 3""",kamdp3rv,,10
RUBAFLEX B.V.,351988,"Coupling cam&groove stainless DP dust plug 4""",kamdp4rv,,22
RUBAFLEX B.V.,351989,"Coupling cam&groove stainless DP dust plug 5""",kamdp5rv,,27.5
RUBAFLEX B.V.,351990,"Coupling cam&groove stainless DP dust plug 6""",kamdp6rv,,45
RUBAFLEX B.V.,352000,"Coupling cam&groove aluminium C socket w/hose end 0.5""",kamc0.5lm,,1.6
RUBAFLEX B.V.,352001,"Coupling cam&groove aluminium C socket w/hose end 0.75""",kamc0.75lm,,1.8
RUBAFLEX B.V.,352002,"Coupling cam&groove aluminium C socket w/hose end 1""",kamc1lm,,2.45
RUBAFLEX B.V.,352003,"Coupling cam&groove aluminium C socket w/hose end 1.25""",kamc1.25lm,,2.55
RUBAFLEX B.V.,352004,"Coupling cam&groove aluminium C socket w/hose end 1.5""",kamc1.5lm,,2.85
RUBAFLEX B.V.,352005,"Coupling cam&groove aluminium C socket w/hose end 2""",kamc2lm,,4
RUBAFLEX B.V.,352006,"Coupling cam&groove aluminium C socket w/hose end 2.5""",kamc2.5lm,,7
RUBAFLEX B.V.,352007,"Coupling cam&groove aluminium C socket w/hose end 3""",kamc3lm,,6.55
RUBAFLEX B.V.,352008,"Coupling cam&groove aluminium C socket w/hose end 4""",kamc4lm,,7.85
RUBAFLEX B.V.,352009,"Coupling cam&groove aluminium C socket w/hose end 5""",kamc5lm,,13.5
RUBAFLEX B.V.,352010,"Coupling cam&groove aluminium C socket w/hose end 6""",kamc6lm,,41
RUBAFLEX B.V.,352012,"Spool adapter kamlok 0,5"" Aluminium",#60000846,,2
RUBAFLEX B.V.,352013,"Spool adapter kamlok 0,75"" Aluminium",#60000847,,2
RUBAFLEX B.V.,352026,"Spool adapter kamlok 1"" Aluminium",#60000848,,2
RUBAFLEX B.V.,352027,"Spool adapter kamlok 1,25"" Aluminium",#60000849,,2.24
RUBAFLEX B.V.,352028,"Spool adapter kamlok 1,5"" Aluminium",#60000850,,2.95
RUBAFLEX B.V.,352029,"Spool adapter kamlok 2"" Aluminium",#60000851,,4.9
RUBAFLEX B.V.,352030,"Coupling cam&groove stainless C socket w/hose end 0.5""",kamc0.5rv,,3.05
RUBAFLEX B.V.,352031,"Coupling cam&groove stainless C socket w/hose end 0.75""",kamc0.75rv,,3.75
RUBAFLEX B.V.,352032,"Coupling cam&groove stainless C socket w/hose end 1""",kamc1rv,,5
RUBAFLEX B.V.,352033,"Coupling cam&groove stainless C socket w/hose end 1.25""",kamc1.25rv,,7.55
RUBAFLEX B.V.,352034,"Coupling cam&groove stainless C socket w/hose end 1.5""",kamc1.5rv,,7.95
RUBAFLEX B.V.,352035,"Coupling cam&groove stainless C socket w/hose end 2""",kamc2rv,,10.5
RUBAFLEX B.V.,352036,"Coupling cam&groove stainless C socket w/hose end 2.5""",kamc2.5rv,,16.5
RUBAFLEX B.V.,352037,"Coupling cam&groove stainless C socket w/hose end 3""",kamc3rv,,19.5
RUBAFLEX B.V.,352038,"Coupling cam&groove stainless C socket w/hose end 4""",kamc4rv,,27.53
RUBAFLEX B.V.,352039,"Coupling cam&groove stainless C socket w/hose end 5""",kamc5rv,,53.63
RUBAFLEX B.V.,352040,"Coupling cam&groove stainless C socket w/hose end 6""",kamc6rv,,95
RUBAFLEX B.V.,352042,"Spool adapter kamlok 2,5"" Aluminium",#60000852,,7
RUBAFLEX B.V.,352043,"Spool adapter kamlok 3"" Aluminium",#60000853,,6.15
RUBAFLEX B.V.,352044,"Spool adapter kamlok 4"" Aluminium",#60000854,,10.24
RUBAFLEX B.V.,352050,"Coupling cam&groove aluminium DC dust cap 0.5""",kamdc0.5lm,,1.45
RUBAFLEX B.V.,352051,"Coupling cam&groove aluminium DC dust cap 0.75""",kamdc0.75lm,,1.65
RUBAFLEX B.V.,352052,"Coupling cam&groove aluminium DC dust cap 1""",kamdc1lm,,1.85
RUBAFLEX B.V.,352053,"Coupling cam&groove aluminium DC dust cap 1.25""",kamdc1.25lm,,2.05
RUBAFLEX B.V.,352054,"Coupling cam&groove aluminium DC dust cap 1.5""",kamdc1.5lm,,2.45
RUBAFLEX B.V.,352055,"Coupling cam&groove aluminium DC dust cap 2""",kamdc2lm,,3
RUBAFLEX B.V.,352056,"Coupling cam&groove aluminium DC dust cap 2.5""",kamdc2.5lm,,3.85
RUBAFLEX B.V.,352057,"Coupling cam&groove aluminium DC dust cap 3""",kamdc3lm,,5.55
RUBAFLEX B.V.,352058,"Coupling cam&groove aluminium DC dust cap 4""",kamdc4lm,,6.5
RUBAFLEX B.V.,352059,"Coupling cam&groove aluminium DC dust cap 5""",kamdc5lm,,15
RUBAFLEX B.V.,352060,"Coupling cam&groove aluminium DC dust cap 6""",kamdc6lm,,16.5
RUBAFLEX B.V.,352079,"Spool adapter kamlok 0,5"" Rvs",#60000857,,5
RUBAFLEX B.V.,352080,"Coupling cam&groove stainless DC dust cap 0.5""",kamdc0.5rv,,2.85
RUBAFLEX B.V.,352081,"Coupling cam&groove stainless DC dust cap 0.75""",kamdc0.75rv,,3
RUBAFLEX B.V.,352082,"Coupling cam&groove stainless DC dust cap 1""",kamdc1rv,,4
RUBAFLEX B.V.,352083,"Coupling cam&groove stainless DC dust cap 1.25""",kamdc1.25rv,,6
RUBAFLEX B.V.,352084,"Coupling cam&groove stainless DC dust cap 1.5""",kamdc1.5rv,,6.5
RUBAFLEX B.V.,352085,"Coupling cam&groove stainless DC dust cap 2""",kamdc2rv,,7.33
RUBAFLEX B.V.,352086,"Coupling cam&groove stainless DC dust cap 2.5""",kamdc2.5rv,,15
RUBAFLEX B.V.,352087,"Coupling cam&groove stainless DC dust cap 3""",kamdc3rv,,19
RUBAFLEX B.V.,352088,"Coupling cam&groove stainless DC dust cap 4""",kamdc4rv,,22.55
RUBAFLEX B.V.,352089,"Coupling cam&groove stainless DC dust cap 5""",kamdc5rv,,49
RUBAFLEX B.V.,352090,"Coupling cam&groove stainless DC dust cap 6""",kamdc6rv,,65
RUBAFLEX B.V.,352092,"Spool adapter kamlok 0,75"" Rvs",#60000858,,5.97
RUBAFLEX B.V.,352093,"Spool adapter kamlok 1"" Rvs",#60000859,,7.74
RUBAFLEX B.V.,352094,"Spool adapter kamlok 1,25"" Rvs",#60000860,,9.84
RUBAFLEX B.V.,352095,"Spool adapter kamlok 1,5"" Rvs",#60000861,,13.99
RUBAFLEX B.V.,352096,"Spool adapter kamlok 2"" Rvs",#60000862,,17.14
RUBAFLEX B.V.,352097,"Spool adapter kamlok 2,5"" Rvs",#60000863,,28.63
RUBAFLEX B.V.,352098,"Spool adapter kamlok 3"" Rvs",#60000864,,32.49
RUBAFLEX B.V.,352099,"Spool adapter kamlok 4"" Rvs",#60000865,,66.47
RUBAFLEX B.V.,352100,"Spool adapter kamlok 6"" Rvs",#60000867,,129.45
RUBAFLEX B.V.,352101,"Kamlok gasket NBR 0.5"" Ring type",kam0.5ring,,0.15
RUBAFLEX B.V.,352102,"Kamlok gasket NBR 0.75"" Ring type",kam0.75ring,,0.2
RUBAFLEX B.V.,352103,"Kamlok gasket NBR 1"" Ring type",kam1.0ring,,0.25
RUBAFLEX B.V.,352104,"Kamlok gasket NBR 1.25"" Ring type",kam1.25ring,,0.3
RUBAFLEX B.V.,352105,"Kamlok gasket NBR 1.5"" Ring type",kam1.5ring,,0.35
RUBAFLEX B.V.,352106,"Kamlok gasket NBR 2"" Ring type",kam2.0ring,,0.4
RUBAFLEX B.V.,352107,"Kamlok gasket NBR 2.5"" Ring type",kam2.5ring,,0.5
RUBAFLEX B.V.,352108,"Kamlok gasket NBR 3"" Ring type",kam3.0ring,,0.55
RUBAFLEX B.V.,352109,"Kamlok gasket NBR 4"" Ring type",kam4.0ring,,0.6
RUBAFLEX B.V.,352110,"Kamlok gasket NBR 5"" Ring type",kam5.0ring,,0.65
RUBAFLEX B.V.,352111,"Kamlok gasket NBR 6"" Ring type",kam6.0ring,,0.75
RUBAFLEX B.V.,352113,"Ring RF PTFE 3/4"" with NBR For cam&groove coupling",#70005203,,2.75
RUBAFLEX B.V.,352114,"Ring RF PTFE 1"" with NBR For cam&groove coupling",#70005204,,2.95
RUBAFLEX B.V.,352115,"Ring RF PTFE 1.5"" with NBR For cam&groove coupling",#70005205,,3.15
RUBAFLEX B.V.,352116,"Ring RF PTFE 2"" with NBR For cam&groove coupling",#70005206,,3.75
RUBAFLEX B.V.,352117,"Ring RF PTFE 2,5"" with NBR For cam&groove coupling",#70005207,,4.25
RUBAFLEX B.V.,352118,"Ring RF PTFE 3"" with NBR For cam&groove coupling",#70005208,,5.5
RUBAFLEX B.V.,352119,"Ring RF PTFE 4"" with NBR For cam&groove coupling",#70005209,,9.75
RUBAFLEX B.V.,352121,PTFE envelope for cam & groove 26 x 17 x 4.0mm -no filler,kte0.5,,0.75
RUBAFLEX B.V.,352122,PTFE envelope for cam & groove 35 x 23 x 5.0mm -no filler,kte0.75,,1.25
RUBAFLEX B.V.,352123,PTFE envelope for cam & groove 40 x 27 x 6.5mm -no filler,kte1,,1.35
RUBAFLEX B.V.,352125,PTFE envelope for cam & groove 56 x 41 x 6.5mm -no filler,kte1.5,,2.35
RUBAFLEX B.V.,352126,PTFE envelope for cam & groove 67 x 50 x 6.5mm -no filler,kte2,,3
RUBAFLEX B.V.,352127,PTFE envelope for cam & groove 78 x 60 x 6.5mm -no filler,kte2.5,,3.45
RUBAFLEX B.V.,352151,"Handle ring&pin for cam&groove 0.5 > 0.75"" stainless steel",kamh0.5,,0.8
RUBAFLEX B.V.,352152,"Handle ring&pin for cam&groove 0.5 > 0.75"" stainless steel",kamh0.5,,0.8
RUBAFLEX B.V.,352153,"Handle ring&pin for cam&groove 1"" stainless",kamh1,,0.99
RUBAFLEX B.V.,352154,"Handle ring&pin for cam&groove 1.25"" > 2.5"" stainless ste",kamh2,,1.25
RUBAFLEX B.V.,352155,"Handle ring&pin for cam&groove 1.25"" > 2.5"" stainless ste",kamh2,,1.25
RUBAFLEX B.V.,352156,"Handle ring&pin for cam&groove 1.25"" > 2.5"" stainless ste",kamh2,,1.25
RUBAFLEX B.V.,352157,"Handle ring&pin for cam&groove 1.25"" > 2.5"" stainless ste",kamh2,,1.25
RUBAFLEX B.V.,352158,"Handle ring&pin for cam&groove 3"" > 5"" stainless steel",kamh3,,1.46
RUBAFLEX B.V.,352159,"Handle ring&pin for cam&groove 3"" > 5"" stainless steel",kamh3,,1.46
RUBAFLEX B.V.,352160,"Handle ring&pin for cam&groove 3"" > 5"" stainless steel",kamh3,,1.46
RUBAFLEX B.V.,352161,"Handle ring&pin for cam&groove 3"" > 5"" stainless steel",kamh3,,1.46
RUBAFLEX B.V.,352171,"Cam & Groove Pin SS size 1/2""",kamp0.5rv,,0.25
RUBAFLEX B.V.,352172,"Cam & Groove Pin SS size 3/4""",kamp0.75rv,,0.3
RUBAFLEX B.V.,352173,"Cam & Groove Pin SS size 1""",kamp1rv,,0.33
RUBAFLEX B.V.,352174,"Cam & Groove Pin SS size 1.1/4""",kamp1.25rv,,0.35
RUBAFLEX B.V.,352175,"Cam & Groove Pin SS size 1.1/2""",kamp1.5rv,,0.4
RUBAFLEX B.V.,352176,"Cam & Groove Pin SS size 2""",kamp2rv,,0.6
RUBAFLEX B.V.,352177,"Cam & Groove Pin SS size 2.1/2""",kamp2.5rv,,0.55
RUBAFLEX B.V.,352178,"Cam & Groove Pin SS size 3""",kamp3rv,,1.22
RUBAFLEX B.V.,352179,"Cam & Groove Pin SS size 4""",kamp4rv,,1.45
RUBAFLEX B.V.,352180,"Cam & Groove Pin SS size 5""",kamp5rv,,2
RUBAFLEX B.V.,352181,"Cam & Groove Pin SS size 6""",kamp6rv,,2.5
RUBAFLEX B.V.,450121,Lubricant Multispray / All in one 200ml UN1950,msp,,1.8
RUBAFLEX B.V.,450336,Ball Bearing Grease Can = 1 kg,bbg.1000,,13.85
RUBAFLEX B.V.,450337,Ball Bearing Grease Can = 1 kg,bbg.1000,,13.85
RUBAFLEX B.V.,450346,Grease graphite Can = 1 kg,grv.1000,,18.5
RUBAFLEX B.V.,450347,Grease graphite Can = 1 kg,grv.1000,,18.5
RUBAFLEX B.V.,450531,Lubricant Multispray / All in one 200ml UN1950,msp,,1.8
RUBAFLEX B.V.,450564,Copaslip Anti-Seize paste Tube 100 grams,asc.100,,5
RUBAFLEX B.V.,450566,Copaslip Anti-Seize paste Tube 100 grams,asc.100,,5
RUBAFLEX B.V.,450595,Polyurethane foam 750 ml / 600 gr Aerosol can UN1950,pus.600,,2.7
RUBAFLEX B.V.,450603,Belt dressing spray 400ml UN1950,bdr.400,,3.1
RUBAFLEX B.V.,450607,Silicone spray 400 ml ,ssp.400,,1.75
RUBAFLEX B.V.,450649,Contact cleaner spray 500 ml (for electrical contact parts) UN1950,ccs,,2.4
RUBAFLEX B.V.,450650,Contact cleaner spray 500 ml (for electrical contact parts) UN1950,ccs,,2.4
RUBAFLEX B.V.,450651,Loctite 8104 75 ml -tube Silicon grease,loc8104.75,,15.5
RUBAFLEX B.V.,450702,Lubricant Multispray / All in one 200ml UN1950,msp,,1.8
RUBAFLEX B.V.,450703,Lubricant Multispray / All in one 200ml UN1950,msp,,1.8
RUBAFLEX B.V.,450704,Lubricant Multispray / All in one 200ml UN1950,msp,,1.8
RUBAFLEX B.V.,450705,Lubricant Multispray / All in one 200ml UN1950,msp,,1.8
RUBAFLEX B.V.,450711,Contact cleaner spray 500 ml (for electrical contact parts) UN1950,ccs,,2.4
RUBAFLEX B.V.,450730,Lubricant Multispray / All in one 200ml UN1950,msp,,1.8
RUBAFLEX B.V.,450734,Lubricant wd-40 spray (jerry can) 5 ltr ,wd40.5000,,65
RUBAFLEX B.V.,450751,Loctite 8104 75 ml -tube Silicon grease,loc8104.75,,15.5
RUBAFLEX B.V.,450752,Loctite 8104 75 ml -tube Silicon grease,loc8104.75,,15.5
RUBAFLEX B.V.,450753,Ball Bearing Grease Can = 1 kg,bbg.1000,,13.85
RUBAFLEX B.V.,450756,Loctite 8104 75 ml -tube Silicon grease,loc8104.75,,15.5
RUBAFLEX B.V.,450757,Loctite 8104 75 ml -tube Silicon grease,loc8104.75,,15.5
RUBAFLEX B.V.,450758,Ball Bearing Grease Can = 1 kg,bbg.1000,,13.85
RUBAFLEX B.V.,450761,Loctite 8104 75 ml -tube Silicon grease,loc8104.75,,15.5
RUBAFLEX B.V.,450762,Loctite 8104 75 ml -tube Silicon grease,loc8104.75,,15.5
RUBAFLEX B.V.,450763,Ball Bearing Grease Can = 1 kg,bbg.1000,,13.85
RUBAFLEX B.V.,450802,Gasket remover spray 400 ml Aeresol can - UN1950,pvw.400,,4.4
RUBAFLEX B.V.,450808,Contact cleaner spray 500 ml (for electrical contact parts) UN1950,ccs,,2.4
RUBAFLEX B.V.,450820,Lubricant Multispray / All in one 200ml UN1950,msp,,1.8
RUBAFLEX B.V.,450821,Lubricant Multispray / All in one 200ml UN1950,msp,,1.8
RUBAFLEX B.V.,450827,Lubricating PTFE spray Can = 400 ml,tsp.400,,5.55
RUBAFLEX B.V.,450828,Silicone spray 400 ml ,ssp.400,,1.75
RUBAFLEX B.V.,450863,Hylomar M Medium 80 ml Non-hardening sealant,hyl.80,,6.15
RUBAFLEX B.V.,450864,Hylomar M Medium 80 ml Non-hardening sealant,hyl.80,,6.15
RUBAFLEX B.V.,450889,Copaslip Anti-Seize paste Canned 500 grams,asc.500,,7.5
RUBAFLEX B.V.,450901,Contact cleaner spray 500 ml (for electrical contact parts) UN1950,ccs,,2.4
RUBAFLEX B.V.,450926,Silicone spray 400 ml ,ssp.400,,1.75
RUBAFLEX B.V.,471088,Glue general purpose clear 70 grm UN1866,rul.70,,1.95
RUBAFLEX B.V.,471283,Silver duct tape 50mm Roll = 25 mtr,zt050,,1.85
RUBAFLEX B.V.,471285,Silver duct tape 75mm Roll = 25 mtr,zt075,,2.85
RUBAFLEX B.V.,471286,Silver duct tape 100mm Roll = 25 mtr,zt100,,3.05
RUBAFLEX B.V.,511051,"Mat deck rubber 1500 x 1000 x 22mm Square matrix, round holes",ro15001000,,17.5
RUBAFLEX B.V.,511052,"Mat deck rubber 1500 x 1000 x 22mm Square matrix, round holes",ro15001000,,17.5
RUBAFLEX B.V.,511053,"Mat deck rubber 1500 x 1000 x 22mm Square matrix, round holes",ro15001000,,17.5
RUBAFLEX B.V.,511054,"Mat deck rubber 1500 x 1000 x 22mm Square matrix, round holes",ro15001000,,17.5
RUBAFLEX B.V.,511055,"Mat deck rubber 1500 x 1000 x 22mm Square matrix, round holes",ro15001000,,17.5
RUBAFLEX B.V.,511056,"Mat deck rubber 1500 x 1000 x 22mm Square matrix, round holes",ro15001000,,17.5
RUBAFLEX B.V.,511066,Rubber ringmat 750x500mm ,#70005192,,6.86
RUBAFLEX B.V.,511067,Rubber ringmat 750x500mm ,#70005192,,6.86
RUBAFLEX B.V.,511068,Rubber ringmat 750x500mm ,#70005192,,6.86
RUBAFLEX B.V.,511069,Rubber ringmat 1000x750mm ,#70005191,,13.19
RUBAFLEX B.V.,511071,"Mat deck rubber 1000 x 1000 x 16mm Square matrix, round holes",ro10001000,,6.73
RUBAFLEX B.V.,511072,Rubber connector for ring mat 70 x 70 x 16mm,ro2vr,,0.25
RUBAFLEX B.V.,511078,Matting rubber corrugated 1000 x 3mm black,ril0031000,,4
RUBAFLEX B.V.,511081,Matting rubber corrugated 1000 x 3mm black,ril0031000,,4
RUBAFLEX B.V.,511082,Matting rubber corrugated 1000 x 3mm black,ril0031000,,4
